# time  ID  size  fromHost  toHost  TTL  isResponse
5656.8946 N315 1000000 ADB2 p2_17 300 N 
5663.9676 N316 1000000 ADB2 p1_6 300 N 
5667.0000 M191 147020 p1_5 ADB2 300 N 
5699.0000 M192 83643 p2_15 ADB2 300 N 
5720.5329 N317 1000000 ADB2 p1_13 300 N 
5727.0000 M193 58399 p1_7 ADB2 300 N 
5727.1195 N318 1000000 ADB2 p1_7 300 N 
5738.8913 N319 1000000 ADB2 p1_7 300 N 
5753.4466 N320 1000000 ADB2 p1_9 300 N 
5756.0000 M194 87123 p1_13 ADB2 300 N 
5783.0000 M195 67519 p1_6 ADB2 300 N 
5792.5065 N321 1000000 ADB2 p2_19 300 N 
5802.4494 N322 1000000 ADB2 p1_9 300 N 
5803.1412 N323 1000000 ADB2 p1_13 300 N 
5809.0000 M196 99359 p1_10 ADB2 300 N 
5810.4559 N324 1000000 ADB2 p1_5 300 N 
5832.9273 N325 1000000 ADB2 p1_9 300 N 
5835.0000 M197 111202 p2_21 ADB2 300 N 
5861.0000 M198 66894 p1_7 ADB2 300 N 
5871.2828 N326 1000000 ADB2 p2_21 300 N 
5890.0000 M199 111777 p1_10 ADB2 300 N 
5896.9779 N327 1000000 ADB2 p2_21 300 N 
5909.6155 N328 1000000 ADB2 p2_16 300 N 
5918.0000 M200 118739 p2_23 ADB2 300 N 
5918.8853 N329 1000000 ADB2 p2_23 300 N 
5931.1072 N330 1000000 ADB2 p1_7 300 N 
5938.1198 N331 1000000 ADB2 p1_7 300 N 
5945.0000 M201 87543 p2_19 ADB2 300 N 
5954.4697 N332 1000000 ADB2 p2_17 300 N 
5967.0595 N333 1000000 ADB2 p2_18 300 N 
5974.0000 M202 123392 p2_15 ADB2 300 N 
5976.6649 N334 1000000 ADB2 p1_5 300 N 
5981.5374 N335 1000000 ADB2 p1_13 300 N 
6002.0000 M203 75456 p2_15 ADB2 300 N 
6030.0000 M204 116524 p1_5 ADB2 300 N 
6057.0000 M205 94875 p1_5 ADB2 300 N 
6078.3729 N336 1000000 ADB2 p1_14 300 N 
6083.1861 N337 1000000 ADB2 p2_16 300 N 
6091.0000 M206 112621 p1_5 ADB2 300 N 
6114.1231 N338 1000000 ADB2 p1_12 300 N 
6123.0000 M207 126697 p2_21 ADB2 300 N 
6136.1087 N339 1000000 ADB2 p2_15 300 N 
6150.0000 M208 147966 p1_9 ADB2 300 N 
6175.0000 M209 74475 p1_10 ADB2 300 N 
6208.0000 M210 145690 p1_12 ADB2 300 N 
6227.8948 N340 1000000 ADB2 p1_13 300 N 
6231.5058 N341 1000000 ADB2 p2_23 300 N 
6233.2990 N342 1000000 ADB2 p1_10 300 N 
6239.0000 M211 142694 p1_10 ADB2 300 N 
6264.0000 M212 80350 p2_19 ADB2 300 N 
6268.1589 N343 1000000 ADB2 p2_22 300 N 
6291.3007 N344 1000000 ADB2 p2_19 300 N 
6295.0000 M213 88354 p1_10 ADB2 300 N 
6305.7183 N345 1000000 ADB2 p2_17 300 N 
6310.5715 N346 1000000 ADB2 p1_13 300 N 
6316.5523 N347 1000000 ADB2 p2_22 300 N 
6321.0000 M214 105418 p1_5 ADB2 300 N 
6323.3557 N348 1000000 ADB2 p1_14 300 N 
6328.7423 N349 1000000 ADB2 p1_5 300 N 
6329.7388 N350 1000000 ADB2 p1_6 300 N 
6333.2185 N351 1000000 ADB2 p1_14 300 N 
6352.0000 M215 62854 p1_5 ADB2 300 N 
6385.0000 M216 77216 p1_12 ADB2 300 N 
6404.9525 N352 1000000 ADB2 p2_19 300 N 
6405.0219 N353 1000000 ADB2 p2_15 300 N 
6418.0000 M217 59966 p1_14 ADB2 300 N 
6436.9276 N354 1000000 ADB2 p1_9 300 N 
6445.0000 M218 114723 p2_20 ADB2 300 N 
6450.4208 N355 1000000 ADB2 p2_19 300 N 
6465.2605 N356 1000000 ADB2 p1_6 300 N 
6471.0000 M219 145653 p2_16 ADB2 300 N 
6498.0000 M220 92665 p2_22 ADB2 300 N 
6518.5748 N357 1000000 ADB2 p2_22 300 N 
6523.7571 N358 1000000 ADB2 p2_22 300 N 
6528.0000 M221 102618 p2_21 ADB2 300 N 
6555.8617 N359 1000000 ADB2 p1_6 300 N 
6556.0000 M222 131369 p2_17 ADB2 300 N 
6561.2670 N360 1000000 ADB2 p1_13 300 N 
6577.2677 N361 1000000 ADB2 p2_16 300 N 
6585.0000 M223 67135 p1_10 ADB2 300 N 
6612.0000 M224 127933 p1_5 ADB2 300 N 
6614.3770 N362 1000000 ADB2 p1_8 300 N 
6620.5917 N363 1000000 ADB2 p1_9 300 N 
6646.0000 M225 79412 p1_5 ADB2 300 N 
6671.0000 M226 69313 p2_22 ADB2 300 N 
6683.7862 N364 1000000 ADB2 p1_5 300 N 
6684.3045 N365 1000000 ADB2 p1_5 300 N 
6691.8664 N366 1000000 ADB2 p2_21 300 N 
6701.0000 M227 69872 p2_20 ADB2 300 N 
6702.3658 N367 1000000 ADB2 p2_19 300 N 
6711.6024 N368 1000000 ADB2 p1_5 300 N 
6734.0000 M228 114849 p1_7 ADB2 300 N 
6740.0315 N369 1000000 ADB2 p1_11 300 N 
6759.0000 M229 95592 p1_11 ADB2 300 N 
6778.9131 N370 1000000 ADB2 p1_7 300 N 
6781.7249 N371 1000000 ADB2 p2_16 300 N 
6793.0000 M230 99534 p2_20 ADB2 300 N 
6800.7054 N372 1000000 ADB2 p2_22 300 N 
6811.5634 N373 1000000 ADB2 p2_23 300 N 
6826.0000 M231 140246 p1_13 ADB2 300 N 
6833.8840 N374 1000000 ADB2 p1_8 300 N 
6844.0050 N375 1000000 ADB2 p2_19 300 N 
6844.0265 N376 1000000 ADB2 p1_12 300 N 
6853.1546 N377 1000000 ADB2 p2_22 300 N 
6859.0000 M232 100058 p2_23 ADB2 300 N 
6884.0000 M233 105810 p1_10 ADB2 300 N 
6912.0000 M234 90646 p1_6 ADB2 300 N 
6942.0000 M235 119420 p2_21 ADB2 300 N 
6975.0000 M236 140219 p1_13 ADB2 300 N 
6987.0887 N378 1000000 ADB2 p1_10 300 N 
6996.0469 N379 1000000 ADB2 p2_18 300 N 
7002.0000 M237 134992 p1_6 ADB2 300 N 
7017.7659 N380 1000000 ADB2 p1_11 300 N 
7018.4347 N381 1000000 ADB2 p1_8 300 N 
7033.0000 M238 149405 p2_19 AD
