# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
7571.6000 M240 103769 6 483.6000 p5_58 ADB6 291 N p5_58->ADB9->CD10->ADB7->WIFI_13->WIFI_12->ADB6
7571.7000 M177 86674 6 2324.7000 p5_59 ADB6 261 N p5_59->ADB9->CD10->ADB7->WIFI_13->WIFI_12->ADB6
7571.8000 M201 87543 6 1626.8000 p5_59 ADB6 272 N p5_59->ADB9->CD10->ADB7->WIFI_13->WIFI_12->ADB6
7571.9000 M145 81105 7 3288.9000 p4_46 ADB6 245 N p4_46->p4_52->ADB8->CD10->ADB7->WIFI_13->WIFI_12->ADB6
7572.0000 M157 110115 8 2924.0000 p4_50 ADB6 251 N p4_50->p4_46->p4_52->ADB8->CD10->ADB7->WIFI_13->WIFI_12->ADB6
7572.1000 M61 124679 8 5746.1000 p4_48 ADB6 204 N p4_48->p4_49->p4_52->ADB8->CD10->ADB7->WIFI_13->WIFI_12->ADB6
7572.2000 M142 75726 8 3367.2000 p4_48 ADB6 243 N p4_48->p4_49->p4_52->ADB8->CD10->ADB7->WIFI_13->WIFI_12->ADB6
7572.3000 M141 77788 6 3398.3000 p4_52 ADB6 243 N p4_52->ADB8->CD10->ADB7->WIFI_13->WIFI_12->ADB6
7613.2000 N2973 1000000 5 1714.6341 ADB6 p1_17 271 N ADB6->WIFI_12->WIFI_11->ADB5->p1_19->p1_17
7644.4000 M245 67669 1 405.4000 p2_24 ADB6 293 N p2_24->ADB6
7648.4000 N3587 1000000 6 534.6245 ADB6 p3_43 291 N ADB6->WIFI_12->WIFI_13->ADB7->p3_39->p3_38->p3_43
7666.8000 N1844 1000000 2 3966.1761 ADB6 p2_29 233 N ADB6->p2_27->p2_29
7729.8000 N3888 1000000 1 7.6658 ADB6 p2_26 299 N ADB6->p2_26
7858.4000 M244 116809 2 646.4000 p2_30 ADB6 289 N p2_30->p2_28->ADB6
7859.0000 M238 149405 2 826.0000 p2_30 ADB6 286 N p2_30->p2_28->ADB6
8038.0000 M208 147966 5 1888.0000 p1_23 ADB6 268 N p1_23->p1_21->ADB5->WIFI_11->WIFI_12->ADB6
8120.2000 N2697 1000000 9 2755.6586 ADB6 p4_53 254 N ADB6->WIFI_12->WIFI_13->ADB7->CD10->ADB8->p4_52->p4_49->p4_47->p4_53
8216.8000 N2074 1000000 2 4048.7885 ADB6 p2_30 232 N ADB6->p2_25->p2_30
8301.1000 M249 54101 4 946.1000 p1_18 ADB6 284 N p1_18->ADB5->WIFI_11->WIFI_12->ADB6
8301.2000 M154 145784 6 3753.2000 p1_17 ADB6 237 N p1_17->p1_22->p1_18->ADB5->WIFI_11->WIFI_12->ADB6
8301.3000 M192 83643 7 2602.3000 p1_17 ADB6 256 N p1_17->p1_21->p1_23->p1_18->ADB5->WIFI_11->WIFI_12->ADB6
8318.8000 N1614 1000000 5 5060.1704 ADB6 p1_14 215 N ADB6->WIFI_12->WIFI_11->ADB5->p1_22->p1_14
8349.5000 N3783 1000000 5 849.2900 ADB6 p1_14 285 N ADB6->WIFI_12->WIFI_11->ADB5->p1_18->p1_14
8353.5000 N261 1000000 5 7883.4274 ADB6 p1_18 168 N ADB6->WIFI_12->WIFI_11->ADB5->p1_14->p1_18
8395.7000 M120 74342 7 4852.7000 p3_42 ADB6 219 N p3_42->p3_40->p3_43->p3_35->ADB7->WIFI_13->WIFI_12->ADB6
8395.8000 M264 113073 4 598.8000 p3_35 ADB6 290 N p3_35->ADB7->WIFI_13->WIFI_12->ADB6
8395.9000 M214 105418 6 2074.9000 p3_40 ADB6 265 N p3_40->p3_43->p3_35->ADB7->WIFI_13->WIFI_12->ADB6
8396.0000 M194 87123 9 2640.0000 p3_38 ADB6 255 N p3_38->p3_41->p3_42->p3_35->p3_43->p3_35->ADB7->WIFI_13->WIFI_12->ADB6
8396.0603 M239 145679 8 1333.0603 p3_41 ADB6 277 N p3_41->p3_42->p3_35->p3_43->p3_35->ADB7->WIFI_13->WIFI_12->ADB6
8396.2000 M186 119757 7 2878.2000 p3_39 ADB6 252 N p3_39->p3_40->p3_43->p3_35->ADB7->WIFI_13->WIFI_12->ADB6
8399.4000 M279 90400 1 160.4000 p2_24 ADB6 297 N p2_24->ADB6
8598.9000 M242 94056 7 1447.9000 p1_19 ADB6 275 N p1_19->p1_17->p1_20->p1_16->ADB5->WIFI_11->WIFI_12->ADB6
8643.6000 M230 99534 6 1850.6000 p5_62 ADB6 269 N p5_62->ADB9->CD10->ADB7->WIFI_13->WIFI_12->ADB6
8643.7000 M241 122652 6 1523.7000 p5_62 ADB6 274 N p5_62->ADB9->CD10->ADB7->WIFI_13->WIFI_12->ADB6
8643.8000 M212 80350 6 2379.8000 p5_55 ADB6 260 N p5_55->ADB9->CD10->ADB7->WIFI_13->WIFI_12->ADB6
8643.9000 M203 75456 7 2641.9000 p5_61 ADB6 255 N p5_61->p5_63->ADB9->CD10->ADB7->WIFI_13->WIFI_12->ADB6
8644.0000 M196 99359 7 2835.0000 p5_56 ADB6 252 N p5_56->p5_62->ADB9->CD10->ADB7->WIFI_13->WIFI_12->ADB6
8772.2000 N3787 1000000 5 1266.2124 ADB6 p1_21 278 N ADB6->WIFI_12->WIFI_11->ADB5->p1_18->p1_21
8816.8000 M296 148056 1 79.8000 p2_26 ADB6 298 N p2_26->ADB6
9116.7000 M293 90270 4 467.7000 p1_22 ADB6 292 N p1_22->ADB5->WIFI_11->WIFI_12->ADB6
9182.7000 M305 86793 1 194.7000 p2_29 ADB6 296 N p2_29->ADB6
9275.1000 M205 94875 7 3218.1000 p1_20 ADB6 246 N p1_20->p1_19->p1_22->p1_23->ADB5->WIFI_11->WIFI_12->ADB6
9293.6000 N4200 1000000 5 896.5651 ADB6 p3_38 285 N ADB6->WIFI_12->WIFI_13->ADB7->p3_35->p3_38
9297.6000 N4180 1000000 5 932.4781 ADB6 p3_38 284 N ADB6->WIFI_12->WIFI_13->ADB7->p3_35->p3_38
9368.7000 M289 89864 1 843.7000 p2_31 ADB6 285 N p2_31->ADB6
9503.2713 M217 59966 6 3085.2713 p1_15 ADB6 248 N p1_15->p1_21->p1_23->ADB5->WIFI_11->WIFI_12->ADB6
9503.4000 M234 90646 7 2591.4000 p1_14 ADB6 256 N p1_14->p1_15->p1_17->p1_23->ADB5->WIFI_11->WIFI_12->ADB6
9634.5000 M316 105904 1 328.5000 p2_24 ADB6 294 N p2_24->ADB6
9634.9000 M326 82226 1 46.9000 p2_24 ADB6 299 N p2_24->ADB6
9833.1000 M312 66734 1 644.1000 p2_28 ADB6 289 N p2_28->ADB6
9853.5000 N2599 1000000 4 4688.1871 ADB6 p2_26 221 N ADB6->p2_24->p2_33->p2_25->p2_26
9869.5000 M309 141667 5 766.5000 p1_17 ADB6 287 N p1_17->p1_21->ADB5->WIFI_11->WIFI_12->ADB6
9869.6000 M251 90773 5 2456.6000 p1_17 ADB6 259 N p1_17->p1_21->ADB5->WIFI_11->WIFI_12->ADB6
9947.8000 M331 109185 1 206.8000 p2_31 ADB6 296 N p2_31->ADB6
9961.9000 N3856 1000000 2 2312.5327 ADB6 p2_26 261 N ADB6->p2_32->p2_26
9974.7000 M338 148118 1 41.7000 p2_30 ADB6 299 N p2_30->ADB6
9975.1000 M336 84364 1 98.1000 p2_30 ADB6 298 N p2_30->ADB6
9991.5000 M334 137137 4 170.5000 p1_15 ADB6 297 N p1_15->ADB5->WIFI_11->WIFI_12->ADB6
9994.9000 M278 99468 4 1785.9000 p1_23 ADB6 270 N p1_23->ADB5->WIFI_11->WIFI_12->ADB6
9997.1000 M307 101056 1 958.1000 p2_32 ADB6 284 N p2_32->ADB6
10055.6000 N2078 1000000 3 5881.8682 ADB6 p2_24 201 N ADB6->p2_25->p2_29->p2_24
10059.6000 N2080 1000000 3 5877.5037 ADB6 p2_24 202 N ADB6->p2_25->p2_29->p2_24
10119.5000 N3114 1000000 2 3923.9684 ADB6 p2_29 234 N ADB6->p2_28->p2_29
10123.5000 N3126 1000000 2 3907.1057 ADB6 p2_29 234 N ADB6->p2_28->p2_29
10236.6000 N2698 1000000 7 4865.9492 ADB6 p4_48 218 N ADB6->WIFI_12->WIFI_13->ADB7->CD10->ADB8->p4_51->p4_48
10471.5000 M332 80586 1 704.5000 p2_33 ADB6 288 N p2_33->ADB6
10497.4000 M353 62686 2 133.4000 p2_31 ADB6 297 N p2_31->p2_28->ADB6
10683.2000 M220 92665 6 4185.2000 p1_17 ADB6 230 N p1_17->p1_16->p1_15->ADB5->WIFI_11->WIFI_12->ADB6
